narrator_id,grade,death_reason,places_of_stay,name_en,name_ar
21240,Successor (Taba' Tabi'),Natural,"al-Raqqa, Bahrain",Frat bin Salman Mwla bin Aqyl,فرات بن سلمان
21241,Successor (Taba' Tabi'),Natural,Basra,Fdalh bin Husayn al-Tar Bsra,فضالة بن حصين
21242,Successor (Taba' Tabi'),Natural,Basra,al-Fadl bin Ma'dan al-Hdany Bsra,الفضل بن معدان
21243,Successor (Taba' Tabi'),Natural,al-Basra,Fdyl bin Talha al-Basri Abu,فضيل بن طلحة
21244,Successor (Taba' Tabi'),Natural,"Egypt, Egypt",Ghwth bin Sulaiman bin Ziyad,غوث بن سليمان
21245,Successor (Taba' Tabi'),Natural,Yemen,Ghwth bin Jabir bin Ghylan,غوث بن جابر
21246,Successor (Taba' Tabi'),Natural,,Azrh bin Dinar,عزرة بن دينار
21247,Successor (Taba' Tabi'),Natural,,Asmh bin Bashyr al-Brjmy,عصمة بن بشير
21248,Successor (Taba' Tabi'),Natural,Kufa,Awsjh bin al-Rmah,عوسجة بن الرماح
21249,Successor (Taba' Tabi'),Natural,al-Basra,Ada bin Abi Amarh al-Dhar',عدي بن أبي عمارة
21250,Successor (Taba' Tabi'),Natural,al-Ta'if,Anbs'h bin Hbyrh bin al-N'man,عنبسة بن هبيرة
21251,Successor (Taba' Tabi'),Natural,,Anbs'h bin S'aid bin Ghnym,عنبسة بن سعيد بن غنيم
21252,Successor (Taba' Tabi'),Natural,,Urwa bin Zuhyr al-Jly,عروة بن زهير العجلي
21253,Successor (Taba' Tabi'),Natural,,Urwa bin S'aid,عروة بن سعيد
21254,Successor (Taba' Tabi'),Natural,,Amar bin Hkym,عمار بن حكيم
21255,Successor (Taba' Tabi'),Natural,Egypt,Amar bin Yazid,عمار بن يزيد
21256,Successor (Taba' Tabi'),Natural,Medina,Ayad bin 'Abdur Rahman al-Hjby,عياض بن عبد الرحمن
21257,Successor (Taba' Tabi'),Natural,al-Basra,Awn bin Musa Abu Rwh,عون بن موسى
21258,Successor (Taba' Tabi'),Natural,,Awn bin Y'aqub,عون بن يعقوب
21260,Successor (Taba' Tabi'),Natural,,Zakaria bin Hkym,زكريا بن حكيم
21261,Successor (Taba' Tabi'),Natural,,Zuhyr bin Abi Thabit al-'Asady,زهير بن أبي ثابت
21262,Successor (Taba' Tabi') [Hanafi],Natural,"al-Kufa, Bulkh, Asbahan, Basra",Zufr bin al-Hadhayl bin Qays,زفر بن الهذيل
21263,Successor (Taba' Tabi'),Natural,Damascus,Zr'h bin Ibrahim al-Dmshqy al-Zbydy,زرعة بن إبراهيم
21264,Successor (Taba' Tabi'),Natural,,S'aid bin Abi Bakr bin Hafs,سعيد بن أبي بكر
21265,Successor (Taba' Tabi'),Natural,,S'aid bin Jabir al-R'yny,سعيد بن جابر
21266,Successor (Taba' Tabi'),Natural,,S'aid bin Ajlan,سعيد بن عجلان
21267,Successor (Taba' Tabi'),Natural,,S'aid bin Dinar,سعيد بن دينار
21268,Successor (Taba' Tabi'),Natural,,S'aid bin Smak bin Hrb,سعيد بن سماك
21269,Successor (Taba' Tabi'),Natural,al-Syria,S'aid bin Ghnym al-Kla'y Knyt'h,سعيد بن غنيم الكلاعي
21270,Successor (Taba' Tabi'),Natural,Medina,S'aid bin 'Abdul Malik bin Mrwan,سعيد بن عبد الملك
21271,Successor (Taba' Tabi'),Natural,al-Syria,S'aid bin Mrthd,سعيد بن مرثد
21272,Successor (Taba' Tabi'),Natural,Egypt,S'aid bin Musa bin Wrdan,سعيد بن موسى
21273,Successor (Taba' Tabi'),Natural,Egypt,S'ad bin Shrah al-Ma'afry,سعد بن شراح المعافري
21274,Successor (Taba' Tabi'),Natural,,Sulaiman bin Shhab al-Bsy,سليمان بن شهاب العبسي
21275,Successor (Taba' Tabi'),Natural,,Sulaiman Mwla al-Hasan bin Ala,سليمان مولى الحسن
21276,Successor (Taba' Tabi'),Natural,,Sulaiman bin Rzyn,سليمان بن رزين
21277,Successor (Taba' Tabi'),Natural,,Sulaiman bin Mua'dh al-Dby,سليمان بن معاذ
21278,Successor (Taba' Tabi'),Natural,,Sulaiman bin 'Isa,سليمان بن عيسى
21279,Successor (Taba' Tabi'),Natural,Medina,Sulaiman bin Yazid Abu al-Mthna,سليمان بن يزيد
21280,Successor (Taba' Tabi'),Natural,,Salmah bin Abi Salmah,سلمة بن أبي سلمة
21281,Successor (Taba' Tabi'),Natural,,Salmah bin Habib,سلمة بن حبيب
21282,Successor (Taba' Tabi'),Natural,,Salmah bin Hrb bin Ziyad,سلمة بن حرب
21283,Successor (Taba' Tabi'),Natural,,Salmah bin Sabwr,سلمة بن سابور
21284,Successor (Taba' Tabi'),Natural,,Salmah bin al-Sa'ib al-Klby,سلمة بن السائب
21285,Successor (Taba' Tabi'),Natural,,Sufyan bin 'Amir Shykh,سفيان بن عامر
21286,Successor (Taba' Tabi'),Natural,,Salm bin Hilal al-Najy,سالم بن هلال
21287,Successor (Taba' Tabi'),Natural,al-Basra,Salm bin Rzyn Abu Abd,سالم بن رزين
21288,Successor (Taba' Tabi'),Natural,,Salm bin Salah bin Ibrahim,سالم بن صالح
21289,Successor (Taba' Tabi'),Natural,,Salm bin Mkhraq Abu al-Zrqa'a,سالم بن مخراق
21290,Successor (Taba' Tabi'),Natural,,Suwayd bin Njyh Abu Qtbh,سويد بن نجيح
21291,Successor (Taba' Tabi'),Natural,al-Syria,Slym bin 'Uthman Abu 'Uthman,سليم بن عثمان
21292,Successor (Taba' Tabi'),Natural,al-Basra,Salam bin 'Abdullah Abu,سلام بن عبد
21293,Successor (Taba' Tabi'),Natural,,Syf bin 'Abdul Hameed bin Mhmwd,سيف بن عبد
21294,Successor (Taba' Tabi'),Natural,,Smy' bin Zadhan,سميع بن زاذان
21295,Successor (Taba' Tabi'),Natural,Kufa,al-Syd bin 'Isa Shykh,السيد بن عيسى
21296,Successor (Taba' Tabi'),Natural,"al-Basra, Wasit",Srwr bin al-Mughira bin Zadhan,سرور بن المغيرة
21297,Successor (Taba' Tabi'),Natural,al-Basra,Suh'aib Abu Isra'iyl Mwla bina,شعيب أبو إسرائيل
21298,Successor (Taba' Tabi'),Natural,,Suh'aib bin Talha bin Abd,شعيب بن طلحة
21299,Successor (Taba' Tabi'),Natural,al-Kufa,Suh'aib bin Rashid al-Kwfa,شعيب بن راشد
21300,Successor (Taba' Tabi'),Natural,,Shdad bin Abi al-'Alih Mwla,شداد بن أبي العالية
21301,Successor (Taba' Tabi'),Natural,al-Basra,Shhab bin Shrnfh al-Mjash'y al-Abd,شهاب بن شرنفة
21302,Successor (Taba' Tabi'),Natural,Kufa,Shayba bin N'amh Abu N'amh,شيبة بن نعامة
21303,Successor (Taba' Tabi'),Natural,al-Basra,Sh'bh bin Ajlan al-Iskaf Abu,شعبة بن عجلان
21304,Successor (Taba' Tabi'),Natural,Kufa,Shqyq bin 'Abdullah al-Dby,شقيق بن عبد
21305,Successor (Taba' Tabi'),Natural,,Shrqy bin Qtamy,شرقي بن قطامي
21306,Successor (Taba' Tabi'),Natural,,Shmr bin Akrmh bin S's'h,شمر بن عكرمة
21307,Successor (Taba' Tabi'),Natural,"Medina, Antioch",Shabl bin al-'Ala' bin 'Abdur Rahman,شبل بن العلاء بن عبد الرحمن بن يعقوب
21308,Successor (Taba' Tabi'),Natural,,Salah bin Srj al-Shny,صالح بن سرج
21309,Successor (Taba' Tabi'),Natural,al-Ray,Salah bin al-Walid al-Ryahy,صالح بن الوليد
21310,Successor (Taba' Tabi'),Natural,,Sdqh Abu al-Hdhyl,صدقة أبو الهذيل
21311,Successor (Taba' Tabi'),Natural,,Sdqh bin Sahl,صدقة بن سهل
21312,Successor (Taba' Tabi'),Natural,,Safwan bin Qbys'h Abu Qbys'h,صفوان بن قبيصة
21313,Successor (Taba' Tabi'),Natural,,al-Slt bin Muslim,الصلت بن مسلم
21314,Successor (Taba' Tabi'),Natural,"Kufa, Kufa, al-Kufa",al-Slt bin Bhram Kwfa Azyz,الصلت بن بهرام
21315,Successor (Taba' Tabi'),Natural,"Kufa, Kufa",al-Slt bin al-Hjaj Kwfa,الصلت بن الحجاج
21316,Successor (Taba' Tabi'),Natural,,al-Slt bin Salm,الصلت بن سالم
21317,Successor (Taba' Tabi'),Natural,Kufa,Skhr bin al-Walid al-Fzary Kwfa,صخر بن الوليد
21318,Successor (Taba' Tabi'),Natural,,Sa'd bin Muhammad,صاعد بن محمد
21319,Successor (Taba' Tabi'),Natural,al-Kufa,Sa'd bin Muslim,صاعد بن مسلم
21320,Successor (Taba' Tabi'),Natural,,al-Dhak bin Maymun al-Thqfa,الضحاك بن ميمون
21321,Successor (Taba' Tabi'),Natural,al-Basra,al-Dhak bin Ysar,الضحاك بن يسار
21322,Successor (Taba' Tabi'),Natural,,Talha bin 'Abdullah al-Kndy,طلحة بن عبد الله الكندي
21323,Successor (Taba' Tabi'),Natural,,al-Tyb bin Muhammad,الطيب بن محمد
21324,Successor (Taba' Tabi'),Natural,al-Syria,al-Tyb bin Zban al-Knany,الطيب بن زبان
21325,Successor (Taba' Tabi'),Natural,,Abdullah bin Iyas bin Aba,عبد الله بن إياس
21326,Successor (Taba' Tabi'),Natural,Medina,Abdullah bin Talha al-Khza'y,عبد الله بن طلحة
21327,Successor (Taba' Tabi'),Natural,al-Basra,Abdullah bin Mrwan al-Khza'y,عبد الله بن مروان
21328,Successor (Taba' Tabi'),Natural,,Abdullah bin al-Hjaj,عبد الله بن الحجاج
21329,Successor (Taba' Tabi'),Natural,,Abdullah bin Ata'a bin Ibrahim,عبد الله بن عطاء
21330,Successor (Taba' Tabi'),Natural,Medina,Abdullah bin 'Abdur Rahman,عبد الله بن عبد الرحمن بن زيد
21331,Successor (Taba' Tabi'),Natural,,Abdullah bin Muhammad bin Syryn,عبد الله بن محمد بن سيرين
21332,Successor (Taba' Tabi'),Natural,,Abdullah bin 'Abdur Rahman,عبد الله بن عبد الرحمن الجمحي
21333,Successor (Taba' Tabi'),Natural,,Abdullah bin Mhajr al-Sh'ythy,عبد الله بن مهاجر
21334,Successor (Taba' Tabi'),Natural,,Abdullah bin al-Qasim Abu,عبد الله بن القاسم
21335,Successor (Taba' Tabi'),Natural,,Abdullah bin Mbshr,عبد الله بن مبشر
21337,Successor (Taba' Tabi'),Natural,Damascus,Abdullah bin Yazid bin Rabi'yah,عبد الله بن يزيد بن ربيعة
21338,Successor (Taba' Tabi'),Natural,Kufa,Abdur Rahman bin Zubayd bin al-Harith,عبد الرحمن بن زبيد اليامي
21339,Successor (Taba' Tabi'),Natural,,Abdur Rahman bin Jndb,عبد الرحمن بن جندب
21340,Successor (Taba' Tabi'),Natural,Egypt,Abdur Rahman bin 'Isa,عبد الرحمن بن عيسى
21341,Successor (Taba' Tabi'),Natural,,Abdur Rahman bin Bhyr,عبد الرحمن بن بحير
21342,Successor (Taba' Tabi'),Natural,,Abdur Rahman bin Arak bin Malik,عبد الرحمن بن عراك
21343,Successor (Taba' Tabi'),Natural,,Abdur Rahman bin Qays al-Arhba,عبد الرحمن بن قيس الأرحبي
21344,Successor (Taba' Tabi'),Natural,,Abdur Rahman bin Abi Zayd,عبد الرحمن بن أبي زيد
21345,Successor (Taba' Tabi'),Natural,Medina,Abdur Rahman bin Yahya bin Khlad,عبد الرحمن بن يحيى بن خلاد
21346,Successor (Taba' Tabi'),Natural,,Abdur Rahman bin Abi Qays,عبد الرحمن بن أبي قيس
21347,Successor (Taba' Tabi'),Natural,"al-Basra, al-Basra, Hamadan",Abdul Malik bin Abi Jm'h,عبد الملك بن أبي جمعة
21348,Successor (Taba' Tabi'),Natural,al-Syria,Abdul Malik bin 'Abd Rabbah,عبد الملك بن عبد ربه
21349,Successor (Taba' Tabi'),Natural,,Abdul Malik bin Abi Zuhyr,عبد الملك بن أبي زهير
21350,Successor (Taba' Tabi'),Natural,,Abdul Malik bin Sulaiman bin Yasar,عبد الملك بن سليمان بن يسار
21351,Successor (Taba' Tabi'),Natural,,Abdul Malik bin Abi Salah,عبد الملك بن أبي صالح
21352,Successor (Taba' Tabi'),Natural,Medina,Abdul Malik bin Zakaria al-Ansari,عبد الملك بن زكريا
21353,Successor (Taba' Tabi'),Natural,,Abdul 'Aziz bin 'Abdullah bin 'Amir,عبد العزيز بن عبد الله بن عامر
21354,Successor (Taba' Tabi'),Natural,al-Basra,Abdul 'Aziz bin Ma'mr al-Yshkry,عبد العزيز بن معمر
21355,Successor (Taba' Tabi'),Natural,Medina,Abdul 'Aziz bin Ala bin Hbar,عبد العزيز بن علي
21356,Successor (Taba' Tabi'),Natural,,Abdul 'Aziz bin Salah,عبد العزيز بن صالح
21357,Successor (Taba' Tabi'),Natural,Medina,Abu Mwdwd al-Madni Asmh Abd,أبو مودود المدني
21358,Successor (Taba' Tabi'),Natural,Medina,Abdul 'Aziz bin 'Uqba bin Salmah,عبد العزيز بن عقبة
21359,Successor (Taba' Tabi'),Natural,,Abdul Hameed bin Syfy bin S'hyb,عبد الحميد بن صيفي
21360,Successor (Taba' Tabi'),Natural,al-Basra,Abd al-Wahd bin Zayd al-Abd,عبد الواحد بن زيد
21361,Successor (Taba' Tabi'),Natural,al-Basra,Abdul-Salam bin Hashim,عبد السلام بن هاشم
21362,Successor (Taba' Tabi'),Natural,,Abd al-Salam bin Mus'ab,عبد السلام بن مصعب
21363,Successor (Taba' Tabi'),Natural,,Abd al-Salam bin Ajlan Abu,عبد السلام بن عجلان
21364,Successor (Taba' Tabi'),Natural,,Abd al-jabbar bin al-Mughira,عبد الجبار بن المغيرة
21365,Successor (Taba' Tabi'),Natural,"Medina, Medina",Abd al-jabbar bin Abi Hazm,عبد الجبار بن أبي
21366,Successor (Taba' Tabi'),Natural,Damascus,Abd al-jabbar bin Muslim al-Dmshqy,عبد الجبار بن مسلم
21367,Successor (Taba' Tabi'),Natural,Medina,Abd al-jabbar bin S'aid Abu,عبد الجبار بن سعيد
21368,Successor (Taba' Tabi'),Natural,,Ubaidullah bin Ishaq bin Hmad,عبيد الله بن إسحاق
21369,Successor (Taba' Tabi'),Natural,,Ubaidullah bin Bashyr bin Jryr,عبيد الله بن بشير
21370,Successor (Taba' Tabi'),Natural,,Ubaidullah bin 'Amir,عبيد الله بن عامر
21371,Successor (Taba' Tabi'),Natural,,Ubaidullah bin al-'Asm al-Hdhla,عبيد الله بن الأصم
21372,Successor (Taba' Tabi'),Natural,Syria,Abd Rbh Abu S'aid al-Shamy,عبد ربه أبو سعيد
21373,Successor (Taba' Tabi'),Natural,al-Basra,Abd Rbh bin Abd al-Krym,عبد ربه بن عبد
21374,Successor (Taba' Tabi'),Natural,,Ubaid bin Hmran Akhw Ma'bd,عبيد بن حمران
21375,Successor (Taba' Tabi'),Natural,Kufa,Ubaid bin Abi Mrzwq,عبيد بن أبي مرزوق
21376,Successor (Taba' Tabi'),Natural,,Aabad bin Ksyb,عباد بن كسيب
21377,Successor (Taba' Tabi'),Natural,Kufa,Aabad bin 'Asim,عباد بن عاصم
21378,Successor (Taba' Tabi'),Natural,,Aabad bin Muslim al-Fzary,عباد بن مسلم
21379,Successor (Taba' Tabi'),Natural,"Hamadan, Kufa",Umar bin Bashyr al-Hmdany,عمر بن بشير
21380,Successor (Taba' Tabi'),Natural,Makkah,Umar bin Hafs Abu Hafs,عمر بن حفص أبو
21381,Successor (Taba' Tabi'),Natural,,Umar bin Mskyn,عمر بن مسكين
21382,Successor (Taba' Tabi'),Natural,,Umar bin Mdrs bin 'Uthman,عمر بن مضرس
21383,Successor (Taba' Tabi'),Natural,,Umar bin Abi Kabsha,عمر بن أبي كبشة
21384,Successor (Taba' Tabi'),Natural,al-Syria,Umar bin 'Amr,عمر بن عمرو
21385,Successor (Taba' Tabi'),Natural,,Umar bin Ma'n,عمر بن معن
21386,Successor (Taba' Tabi'),Natural,Mada'in,Umar bin Mjash' al-Mda'iny,عمر بن مجاشع المدائني
21387,Successor (Taba' Tabi'),Natural,,Umar bin Rdyh Shykh,عمر بن رديح
21400,Successor (Taba' Tabi'),Natural,Medina,Amr bin Yusuf Mwla 'Uthman,عمرو بن يوسف
21401,Successor (Taba' Tabi'),Natural,Kufa,Amr bin Mjm' Abu al-Mndhr,عمرو بن مجمع
21402,Successor (Taba' Tabi'),Natural,Kufa,Isa bin al-Msyb,عيسى بن المسيب
21403,Successor (Taba' Tabi'),Natural,,Isa bin Lhy'h Akhw Abd,عيسى بن لهيعة
21404,Successor (Taba' Tabi'),Natural,al-Basra,Isa bin Swad'h,عيسى بن سوادة
21405,Successor (Taba' Tabi'),Natural,,Isa bin Zayd,عيسى بن زيد
21406,Successor (Taba' Tabi'),Natural,Kufa,Imran bin Aws bin Dm'j,عمران بن أوس
21407,Successor (Taba' Tabi'),Natural,,Ibrahim bin Muhammad al-Thqfy,إبراهيم بن محمد الثقفي
21408,Successor (Taba' Tabi'),Natural,,Imran bin 'Amr,عمران بن عمرو
21409,Successor (Taba' Tabi'),Natural,,Ibrahim bin Thabit Abu Isma'il,إبراهيم بن ثابت
21410,Successor (Taba' Tabi'),Natural,,Imran bin Abi Kathir,عمران بن أبي كثير
21411,Successor (Taba' Tabi'),Natural,al-Kufa,Uqba bin Abi al-Yzar al-Kwfa,عقبة بن أبي العيزار
21412,Successor (Taba' Tabi'),Natural,,Ata'a bin Msrwq al-Fzary Mwla,عطاء بن مسروق
21413,Successor (Taba' Tabi'),Natural,"al-Basra, al-Basra",Ata'a bin 'Abdullah al-Slyma,عطاء بن عبد
21414,Successor (Taba' Tabi'),Natural,,Ata'a bin Khalid,عطاء بن خالد
21415,Successor (Taba' Tabi'),Natural,,Ata'a bin Muhammad,عطاء بن محمد
21416,Successor (Taba' Tabi'),Natural,Kufa,Isma'il bin Awst al-Bjly,إسماعيل بن أوسط
21417,Successor (Taba' Tabi'),Natural,,Asim Abu Malik al-Tardy,عاصم أبو مالك
21418,Successor (Taba' Tabi'),Natural,Medina,Amarh bin Hafs bin 'Umar,عمارة بن حفص
21419,Successor (Taba' Tabi'),Natural,,Amarh bin Hyan,عمارة بن حيان
21420,Successor (Taba' Tabi'),Natural,,Isma'il bin Iyas bin Afyf,إسماعيل بن إياس
21421,Successor (Taba' Tabi'),Natural,Egypt,Utba bin Ubaid al-Sdfy,عتبة بن عبيد
21422,Successor (Taba' Tabi'),Natural,"Hamadan,  Kufa",Umayr bin Yazid bin Abi al-Gharib,عمير بن يزيد بن أبي الغريف الهمداني
21423,Successor (Taba' Tabi'),Natural,,Awn bin Muhammad bin Ala,عون بن محمد
21424,Successor (Taba' Tabi'),Natural,Medina,Isma'il bin Musa al-Ansari,إسماعيل بن موسى الأنصاري
21425,Successor (Taba' Tabi'),Natural,,Anas bin 'Abdul Hameed al-Dby,أنس بن عبد
21426,Successor (Taba' Tabi'),Natural,al-Syria,Idrys bin Abi Idrys al-Khwlany,إدريس بن أبي إدريس
21427,Successor (Taba' Tabi'),Natural,Medina,Idrys bin Muhammad bin Yonus,إدريس بن محمد
21428,Successor (Taba' Tabi'),Natural,al-Basra,Ashrs bin Abi al-'Ashrs,أشرس بن أبي
21429,Successor (Taba' Tabi'),Natural,,Anis bin Khalid,أنيس بن خالد
21430,Successor (Taba' Tabi'),Natural,,Ubaid bin Aban,أبيض بن أبان
21431,Successor (Taba' Tabi'),Natural,,Bashyr bin Talha,بشير بن طلحة
21432,Successor (Taba' Tabi'),Natural,al-Basra,Bakr bin Habib al-S'hmy,بكر بن حبيب
21433,Successor (Taba' Tabi'),Natural,Medina,Bkar bin Jarst bin Muhammad,بكار بن جارست
21434,Successor (Taba' Tabi'),Natural,,Bstam bin Suwayd,بسطام بن سويد
21435,Successor (Taba' Tabi'),Natural,Syria,Bstam bin Jmyl Shykh,بسطام بن جميل
21436,Successor (Taba' Tabi'),Natural,al-Basra,Bhr bin Sa'id,بحر بن سعيد
21437,Successor (Taba' Tabi'),Natural,al-Basra,Bashar bin 'Abdul Malik al-Mzny,بشار بن عبد
21438,Successor (Taba' Tabi'),Natural,Medina,Brd Mwla S'aid bin al-Msyb,برد مولى سعيد
21439,Successor (Taba' Tabi'),Natural,al-Basra,Brd bin Aryn,برد بن عرين
21440,Successor (Taba' Tabi'),Natural,,Thabit bin Ziyad Shykh,ثابت بن زياد
21441,Successor (Taba' Tabi'),Natural,al-Basra,Th'albah bin Bilal al-Bdy al-A'ma,ثعلبة بن بلال العبدي
21442,Successor (Taba' Tabi'),Natural,Khurasan,Thwabh bin Mas'ud al-Tnwkhy,ثوابة بن مسعود
21443,Successor (Taba' Tabi'),Natural,al-Basra,Thhlan bin Qbys'h Abu Qbys'h,ثهلان بن قبيصة
21444,Successor (Taba' Tabi'),Natural,Medina,Ja'far bin Muhammad bin Khalid,جعفر بن محمد بن خالد
21445,Successor (Taba' Tabi'),Natural,,Ja'far bin Muhammad bin 'Aabad,جعفر بن محمد بن عباد
21446,Successor (Taba' Tabi'),Natural,,Ja'far bin Nsr Shykh,جعفر بن نصر
21447,Successor (Taba' Tabi'),Natural,,Ja'far bin 'Imran,جعفر بن عمران
